#,"Date Time, GMT-08:00","Temp, °C (LGR S/N: 20546019, SEN S/N: 20546019, LBL: Temperature, -UV)","Intensity, Lux (LGR S/N: 20546019, SEN S/N: 20546019, LBL: Light Intensity, -UV)"
689,2/23/19 22:30,-0.887,0
690,2/23/19 23:00,-1.114,0
691,2/23/19 23:30,-1.001,0
692,2/24/19 0:00,-0.887,0
693,2/24/19 0:30,-0.887,0
694,2/24/19 1:00,-1.001,0
695,2/24/19 1:30,-1.114,0
696,2/24/19 2:00,-1.228,0
697,2/24/19 2:30,-1.341,0
698,2/24/19 3:00,-1.001,0
699,2/24/19 3:30,-0.887,0
700,2/24/19 4:00,-0.325,0
701,2/24/19 4:30,0.01,0
702,2/24/19 5:00,-0.102,0
703,2/24/19 5:30,-0.102,0
704,2/24/19 6:00,-0.102,10.8
705,2/24/19 6:30,0.01,2238.9
706,2/24/19 7:00,1.33,11022.3
707,2/24/19 7:30,2.624,19289
708,2/24/19 8:00,3.578,24800.2
709,2/24/19 8:30,4.831,28933.5
710,2/24/19 9:00,8.481,88178.4
711,2/24/19 9:30,6.775,23422.4
712,2/24/19 10:00,12.304,143289.8
713,2/24/19 10:30,13.846,23422.4
714,2/24/19 11:00,23.292,187379
715,2/24/19 11:30,29.552,198401.3
716,2/24/19 12:00,31.88,198401.3
717,2/24/19 12:30,31.778,187379
718,2/24/19 13:00,31.88,176356.7
719,2/24/19 13:30,32.394,159823.3
720,2/24/19 14:00,31.88,137778.7
721,2/24/19 14:30,29.752,110223
722,2/24/19 15:00,27.961,85422.8
723,2/24/19 15:30,25.61,57867
724,2/24/19 16:00,11.722,3444.5
725,2/24/19 16:30,8.481,2927.8
726,2/24/19 17:00,6.674,2497.2
727,2/24/19 17:30,4.934,742.7
728,2/24/19 18:00,3.683,0
729,2/24/19 18:30,2.943,0
730,2/24/19 19:00,2.517,0
731,2/24/19 19:30,2.195,0
732,2/24/19 20:00,1.872,0
733,2/24/19 20:30,1.872,0
734,2/24/19 21:00,1.548,0
735,2/24/19 21:30,1.33,0
736,2/24/19 22:00,1.112,0
737,2/24/19 22:30,0.563,0
738,2/24/19 23:00,0.343,0
739,2/24/19 23:30,0.563,0
740,2/25/19 0:00,0.784,0
741,2/25/19 0:30,0.563,0
742,2/25/19 1:00,-0.102,0
743,2/25/19 1:30,0.563,0
744,2/25/19 2:00,-0.213,0
745,2/25/19 2:30,0.343,0
746,2/25/19 3:00,0.121,0
747,2/25/19 3:30,0.893,0
748,2/25/19 4:00,0.674,0
749,2/25/19 4:30,0.784,0
750,2/25/19 5:00,0.343,0
751,2/25/19 5:30,0.563,0
752,2/25/19 6:00,1.112,21.5
753,2/25/19 6:30,1.33,1894.5
754,2/25/19 7:00,2.41,10677.8
755,2/25/19 7:30,3.998,24800.2
756,2/25/19 8:00,5.655,19977.9
757,2/25/19 8:30,5.962,12400.1
758,2/25/19 9:00,9.965,93689.5
759,2/25/19 9:30,9.373,15155.7
760,2/25/19 10:00,16.237,165334.4
761,2/25/19 10:30,19.472,22044.6
762,2/25/19 11:00,27.862,187379
763,2/25/19 11:30,32.807,198401.3
764,2/25/19 12:00,34.479,198401.3
765,2/25/19 12:30,35.542,187379
766,2/25/19 13:00,35.864,176356.7
767,2/25/19 13:30,34.691,159823.3
768,2/25/19 14:00,34.479,137778.7
769,2/25/19 14:30,32.086,110223
770,2/25/19 15:00,29.953,85422.8
771,2/25/19 15:30,26.585,57867
772,2/25/19 16:00,13.654,3961.1
773,2/25/19 16:30,10.357,3272.2
774,2/25/19 17:00,8.581,2411.1
775,2/25/19 17:30,6.775,925.7
776,2/25/19 18:00,5.45,0
777,2/25/19 18:30,4.311,0
778,2/25/19 19:00,3.788,0
779,2/25/19 19:30,3.472,0
780,2/25/19 20:00,2.837,0
781,2/25/19 20:30,2.41,0
782,2/25/19 21:00,2.517,0
783,2/25/19 21:30,2.195,0
784,2/25/19 22:00,2.624,0
785,2/25/19 22:30,2.73,0
786,2/25/19 23:00,2.517,0
787,2/25/19 23:30,2.41,0
788,2/26/19 0:00,2.303,0
789,2/26/19 0:30,2.195,0
790,2/26/19 1:00,1.221,0
791,2/26/19 1:30,1.33,0
792,2/26/19 2:00,0.893,0
793,2/26/19 2:30,1.003,0
794,2/26/19 3:00,0.784,0
795,2/26/19 3:30,0.674,0
796,2/26/19 4:00,0.343,0
797,2/26/19 4:30,-0.213,0
798,2/26/19 5:00,-0.213,0
799,2/26/19 5:30,0.01,0
800,2/26/19 6:00,0.232,43.1
801,2/26/19 6:30,0.563,1722.2
802,2/26/19 7:00,0.453,3272.2
803,2/26/19 7:30,1.112,4650
804,2/26/19 8:00,4.207,22044.6
805,2/26/19 8:30,4.207,9644.5
806,2/26/19 9:00,7.179,14466.8
807,2/26/19 9:30,9.472,18600.1
808,2/26/19 10:00,15.091,126756.4
809,2/26/19 10:30,18.331,74400.5
810,2/26/19 11:00,22.142,99200.7
811,2/26/19 11:30,32.188,187379
812,2/26/19 12:00,32.704,170845.6
813,2/26/19 12:30,29.853,121245.2
814,2/26/19 13:00,29.252,82667.2
815,2/26/19 13:30,23.966,85422.8
816,2/26/19 14:00,21.664,57867
817,2/26/19 14:30,19.187,46844.8
818,2/26/19 15:00,20.901,57867
819,2/26/19 15:30,21.378,26178
820,2/26/19 16:00,16.141,13777.9
821,2/26/19 16:30,12.304,12400.1
822,2/26/19 17:00,10.259,6200
823,2/26/19 17:30,8.282,1097.9
824,2/26/19 18:00,6.37,0
825,2/26/19 18:30,6.064,0
826,2/26/19 19:00,5.962,0
827,2/26/19 19:30,5.037,0
828,2/26/19 20:00,5.757,0
829,2/26/19 20:30,5.962,0
830,2/26/19 21:00,5.45,0
831,2/26/19 21:30,5.244,0
832,2/26/19 22:00,4.623,0
833,2/26/19 22:30,4.934,0
834,2/26/19 23:00,4.311,0
835,2/26/19 23:30,4.207,0
836,2/27/19 0:00,3.261,0
837,2/27/19 0:30,3.788,0
838,2/27/19 1:00,2.73,0
839,2/27/19 1:30,2.73,0
840,2/27/19 2:00,2.303,0
841,2/27/19 2:30,1.872,0
842,2/27/19 3:00,1.656,0
843,2/27/19 3:30,1.112,0
844,2/27/19 4:00,1.221,0
845,2/27/19 4:30,0.453,0
846,2/27/19 5:00,0.01,0
847,2/27/19 5:30,0.232,0
848,2/27/19 6:00,-0.102,21.5
849,2/27/19 6:30,-0.102,1377.8
850,2/27/19 7:00,0.453,3100
851,2/27/19 7:30,1.548,5166.7
852,2/27/19 8:00,5.037,22044.6
853,2/27/19 8:30,5.962,8611.2
854,2/27/19 9:00,7.882,21355.7
855,2/27/19 9:30,10.259,8266.7
856,2/27/19 10:00,16.046,159823.3
857,2/27/19 10:30,22.812,16533.4
858,2/27/19 11:00,28.555,187379
859,2/27/19 11:30,35.009,198401.3
860,2/27/19 12:00,38.046,198401.3
861,2/27/19 12:30,37.714,187379
862,2/27/19 13:00,38.379,176356.7
863,2/27/19 13:30,38.268,159823.3
864,2/27/19 14:00,37.274,137778.7
865,2/27/19 14:30,35.115,115734.1
866,2/27/19 15:00,32.291,85422.8
867,2/27/19 15:30,29.352,60622.6
868,2/27/19 16:00,17.57,3788.9
869,2/27/19 16:30,13.173,3444.5
870,2/27/19 17:00,11.236,2755.6
871,2/27/19 17:30,9.373,1130.2
872,2/27/19 18:00,8.182,0
873,2/27/19 18:30,7.682,0
874,2/27/19 19:00,6.674,0
875,2/27/19 19:30,5.86,0
876,2/27/19 20:00,5.86,0
877,2/27/19 20:30,5.757,0
878,2/27/19 21:00,5.347,0
879,2/27/19 21:30,4.207,0
880,2/27/19 22:00,4.519,0
881,2/27/19 22:30,4.831,0
882,2/27/19 23:00,4.934,0
883,2/27/19 23:30,4.831,0
884,2/28/19 0:00,4.727,0
885,2/28/19 0:30,5.552,0
886,2/28/19 1:00,4.519,0
887,2/28/19 1:30,4.207,0
888,2/28/19 2:00,4.207,0
889,2/28/19 2:30,4.934,0
890,2/28/19 3:00,5.45,0
891,2/28/19 3:30,5.244,0
892,2/28/19 4:00,5.655,0
893,2/28/19 4:30,4.727,0
894,2/28/19 5:00,5.655,0
895,2/28/19 5:30,4.934,0
896,2/28/19 6:00,3.578,86.1
897,2/28/19 6:30,3.472,1894.5
898,2/28/19 7:00,4.207,3444.5
899,2/28/19 7:30,4.831,6200
900,2/28/19 8:00,8.581,24800.2
901,2/28/19 8:30,9.275,15844.5
902,2/28/19 9:00,10.944,13089
903,2/28/19 9:30,12.883,8611.2
904,2/28/19 10:00,17.475,159823.3
905,2/28/19 10:30,24.062,20666.8
906,2/28/19 11:00,29.652,187379
907,2/28/19 11:30,34.691,198401.3
908,2/28/19 12:00,36.187,187379
909,2/28/19 12:30,36.403,187379
910,2/28/19 13:00,35.756,176356.7
911,2/28/19 13:30,37.055,159823.3
912,2/28/19 14:00,36.511,137778.7
913,2/28/19 14:30,34.691,115734.1
914,2/28/19 15:00,32.188,88178.4
915,2/28/19 15:30,29.953,55111.5
916,2/28/19 16:00,18.236,4994.5
917,2/28/19 16:30,13.75,3272.2
918,2/28/19 17:00,11.819,2583.4
919,2/28/19 17:30,10.063,775
920,2/28/19 18:00,8.68,0
921,2/28/19 18:30,7.983,0
922,2/28/19 19:00,7.481,0
923,2/28/19 19:30,7.381,0
924,2/28/19 20:00,6.877,0
925,2/28/19 20:30,6.978,0
926,2/28/19 21:00,7.28,0
927,2/28/19 21:30,6.166,0
928,2/28/19 22:00,6.064,0
929,2/28/19 22:30,5.347,0
930,2/28/19 23:00,4.934,0
931,2/28/19 23:30,4.934,0
932,3/1/19 0:00,4.311,0
933,3/1/19 0:30,3.788,0
934,3/1/19 1:00,3.893,0
935,3/1/19 1:30,5.655,0
936,3/1/19 2:00,7.079,0
937,3/1/19 2:30,7.481,0
938,3/1/19 3:00,7.481,0
939,3/1/19 3:30,6.877,0
940,3/1/19 4:00,6.978,0
941,3/1/19 4:30,7.179,0
942,3/1/19 5:00,7.28,0
943,3/1/19 5:30,7.179,0
944,3/1/19 6:00,7.481,107.6
945,3/1/19 6:30,7.28,3272.2
946,3/1/19 7:00,6.775,6544.5
947,3/1/19 7:30,7.882,6200
948,3/1/19 8:00,13.269,30311.3
949,3/1/19 8:30,15.569,46844.8
950,3/1/19 9:00,18.521,55111.5
951,3/1/19 9:30,20.043,52355.9
952,3/1/19 10:00,22.812,104711.8
953,3/1/19 10:30,28.159,68889.3
954,3/1/19 11:00,30.054,220445.9
955,3/1/19 11:30,37.604,198401.3
956,3/1/19 12:00,37.494,187379
957,3/1/19 12:30,34.479,176356.7
958,3/1/19 13:00,34.058,159823.3
959,3/1/19 13:30,35.756,126756.4
960,3/1/19 14:00,32.807,93689.5
961,3/1/19 14:30,25.416,55111.5
962,3/1/19 15:00,24.351,66133.8
963,3/1/19 15:30,22.525,39955.8
964,3/1/19 16:00,20.234,27555.7
965,3/1/19 16:30,17.76,17911.2
966,3/1/19 17:00,14.996,9300.1
967,3/1/19 17:30,11.916,1162.5
968,3/1/19 18:00,10.651,0
969,3/1/19 18:30,9.965,0
970,3/1/19 19:00,10.063,0
971,3/1/19 19:30,9.472,0
972,3/1/19 20:00,9.472,0
973,3/1/19 20:30,9.176,0
974,3/1/19 21:00,9.275,0
975,3/1/19 21:30,8.68,0
976,3/1/19 22:00,9.472,0
977,3/1/19 22:30,9.077,0
978,3/1/19 23:00,9.472,0
979,3/1/19 23:30,9.275,0
980,3/2/19 0:00,9.571,0
981,3/2/19 0:30,9.669,0
982,3/2/19 1:00,9.571,0
983,3/2/19 1:30,9.176,0
984,3/2/19 2:00,8.382,0
985,3/2/19 2:30,8.382,0
986,3/2/19 3:00,8.978,0
987,3/2/19 3:30,8.779,0
988,3/2/19 4:00,9.176,0
989,3/2/19 4:30,9.571,0
990,3/2/19 5:00,8.68,0
991,3/2/19 5:30,7.682,0
992,3/2/19 6:00,7.882,43.1
993,3/2/19 6:30,7.983,796.5
994,3/2/19 7:00,8.282,5166.7
995,3/2/19 7:30,9.965,13089
996,3/2/19 8:00,11.722,20666.8
997,3/2/19 8:30,13.173,9644.5
998,3/2/19 9:00,15.187,99200.7
999,3/2/19 9:30,18.521,20666.8
1000,3/2/19 10:00,19.092,57867
1001,3/2/19 10:30,26.879,26178
1002,3/2/19 11:00,28.953,220445.9
1003,3/2/19 11:30,35.222,198401.3
1004,3/2/19 12:00,40.992,231468.2
1005,3/2/19 12:30,40.3,187379
1006,3/2/19 13:00,39.163,176356.7
1007,3/2/19 13:30,36.62,104711.8
1008,3/2/19 14:00,24.448,176356.7
1009,3/2/19 14:30,27.075,143289.8
1010,3/2/19 15:00,27.862,115734.1
1011,3/2/19 15:30,29.953,71644.9
1012,3/2/19 16:00,20.805,3788.9
1013,3/2/19 16:30,14.134,2927.8
1014,3/2/19 17:00,12.594,2325
1015,3/2/19 17:30,11.334,1237.9
1016,3/2/19 18:00,9.866,0
1017,3/2/19 18:30,9.373,0
1018,3/2/19 19:00,9.373,0
1019,3/2/19 19:30,8.978,0
1020,3/2/19 20:00,8.68,0
1021,3/2/19 20:30,8.68,0
1022,3/2/19 21:00,8.382,0
1023,3/2/19 21:30,8.182,0
1024,3/2/19 22:00,8.082,0
1025,3/2/19 22:30,7.782,0
1026,3/2/19 23:00,7.582,0
1027,3/2/19 23:30,7.28,0
1028,3/3/19 0:00,7.481,0
1029,3/3/19 0:30,7.582,0
1030,3/3/19 1:00,7.481,0
1031,3/3/19 1:30,7.079,0
1032,3/3/19 2:00,7.079,0
1033,3/3/19 2:30,6.674,0
1034,3/3/19 3:00,6.573,0
1035,3/3/19 3:30,6.674,0
1036,3/3/19 4:00,6.268,0
1037,3/3/19 4:30,5.86,0
1038,3/3/19 5:00,5.141,0
1039,3/3/19 5:30,5.037,0
1040,3/3/19 6:00,4.102,226
1041,3/3/19 6:30,4.207,2238.9
1042,3/3/19 7:00,5.552,3616.7
1043,3/3/19 7:30,7.179,4477.8
1044,3/3/19 8:00,10.651,7233.4
1045,3/3/19 8:30,10.063,6544.5
1046,3/3/19 9:00,15.091,60622.6
1047,3/3/19 9:30,20.138,14466.8
1048,3/3/19 10:00,18.331,115734.1
1049,3/3/19 10:30,28.953,77156.1
1050,3/3/19 11:00,33.118,198401.3
1051,3/3/19 11:30,35.971,209423.6
1052,3/3/19 12:00,37.714,198401.3
1053,3/3/19 12:30,39.05,198401.3
1054,3/3/19 13:00,39.843,187379
1055,3/3/19 13:30,40.071,170845.6
1056,3/3/19 14:00,40.185,148801
1057,3/3/19 14:30,38.602,121245.2
1058,3/3/19 15:00,34.691,88178.4
1059,3/3/19 15:30,30.76,71644.9
1060,3/3/19 16:00,25.902,8611.2
1061,3/3/19 16:30,17.094,9644.5
1062,3/3/19 17:00,14.134,5511.1
1063,3/3/19 17:30,12.207,1894.5
1064,3/3/19 18:00,10.455,0
1065,3/3/19 18:30,9.472,0
1066,3/3/19 19:00,8.581,0
1067,3/3/19 19:30,7.882,0
1068,3/3/19 20:00,8.581,0
1069,3/3/19 20:30,7.882,0
1070,3/3/19 21:00,7.381,0
1071,3/3/19 21:30,7.882,0
1072,3/3/19 22:00,7.179,0
1073,3/3/19 22:30,6.674,0
1074,3/3/19 23:00,7.28,0
1075,3/3/19 23:30,6.471,0
1076,3/4/19 0:00,6.166,0
1077,3/4/19 0:30,6.064,0
1078,3/4/19 1:00,5.86,0
1079,3/4/19 1:30,5.86,0
1080,3/4/19 2:00,5.655,0
1081,3/4/19 2:30,5.86,0
1082,3/4/19 3:00,5.655,0
1083,3/4/19 3:30,5.757,0
1084,3/4/19 4:00,5.552,0
1085,3/4/19 4:30,5.141,0
1086,3/4/19 5:00,4.727,0
1087,3/4/19 5:30,4.311,0
1088,3/4/19 6:00,3.998,269.1
1089,3/4/19 6:30,4.415,2411.1
1090,3/4/19 7:00,5.244,3788.9
1091,3/4/19 7:30,5.962,4822.3
1092,3/4/19 8:00,11.236,15844.5
1093,3/4/19 8:30,9.965,16533.4
1094,3/4/19 9:00,14.996,30311.3
1095,3/4/19 9:30,24.255,63378.2
1096,3/4/19 10:00,20.329,22044.6
1097,3/4/19 10:30,33.014,137778.7
1098,3/4/19 11:00,37.824,198401.3
1099,3/4/19 11:30,42.401,209423.6
1100,3/4/19 12:00,44.211,209423.6
1101,3/4/19 12:30,44.334,198401.3
1102,3/4/19 13:00,44.211,187379
1103,3/4/19 13:30,45.577,170845.6
1104,3/4/19 14:00,44.211,148801
1105,3/4/19 14:30,41.81,126756.4
1106,3/4/19 15:00,37.935,93689.5
1107,3/4/19 15:30,36.837,71644.9
1108,3/4/19 16:00,30.76,11022.3
1109,3/4/19 16:30,16.427,3272.2
1110,3/4/19 17:00,13.461,2583.4
1111,3/4/19 17:30,11.041,1377.8
1112,3/4/19 18:00,8.879,0
1113,3/4/19 18:30,7.381,0
1114,3/4/19 19:00,6.573,0
1115,3/4/19 19:30,6.573,0
1116,3/4/19 20:00,5.45,0
1117,3/4/19 20:30,6.166,0
1118,3/4/19 21:00,5.757,0
1119,3/4/19 21:30,5.037,0
1120,3/4/19 22:00,4.415,0
1121,3/4/19 22:30,3.998,0
1122,3/4/19 23:00,4.311,0
1123,3/4/19 23:30,3.998,0
1124,3/5/19 0:00,3.155,0
1125,3/5/19 0:30,2.837,0
1126,3/5/19 1:00,2.41,0
1127,3/5/19 1:30,2.517,0
1128,3/5/19 2:00,2.624,0
1129,3/5/19 2:30,2.624,0
1130,3/5/19 3:00,2.73,0
1131,3/5/19 3:30,2.303,0
1132,3/5/19 4:00,1.98,0
1133,3/5/19 4:30,2.517,0
1134,3/5/19 5:00,2.303,0
1135,3/5/19 5:30,2.195,0
1136,3/5/19 6:00,2.624,1022.6
1137,3/5/19 6:30,3.472,5166.7
1138,3/5/19 7:00,6.37,11022.3
1139,3/5/19 7:30,8.182,19977.9
1140,3/5/19 8:00,12.98,37200.2
1141,3/5/19 8:30,13.942,35822.5
1142,3/5/19 9:00,17.379,41333.6
1143,3/5/19 9:30,27.961,77156.1
1144,3/5/19 10:00,25.61,85422.8
1145,3/5/19 10:30,35.222,165334.4
1146,3/5/19 11:00,38.826,198401.3
1147,3/5/19 11:30,43.723,198401.3
1148,3/5/19 12:00,45.452,198401.3
1149,3/5/19 12:30,47.368,187379
1150,3/5/19 13:00,47.76,187379
1151,3/5/19 13:30,41.341,46844.8
1152,3/5/19 14:00,42.878,148801
1153,3/5/19 14:30,42.758,121245.2
1154,3/5/19 15:00,36.62,10677.8
1155,3/5/19 15:30,25.416,49600.3
1156,3/5/19 16:00,24.931,41333.6
1157,3/5/19 16:30,18.616,9644.5
1158,3/5/19 17:00,16.713,8611.2
1159,3/5/19 17:30,15.187,1259.4
1160,3/5/19 18:00,13.461,0
1161,3/5/19 18:30,12.401,0
1162,3/5/19 19:00,11.139,0
1163,3/5/19 19:30,11.625,0
1164,3/5/19 20:00,11.236,0
1165,3/5/19 20:30,10.259,0
1166,3/5/19 21:00,10.357,0
1167,3/5/19 21:30,10.259,0
1168,3/5/19 22:00,10.553,0
1169,3/5/19 22:30,10.357,0
1170,3/5/19 23:00,10.161,0
1171,3/5/19 23:30,9.669,0
1172,3/6/19 0:00,9.472,0
1173,3/6/19 0:30,8.879,0
1174,3/6/19 1:00,7.882,0
1175,3/6/19 1:30,7.28,0
1176,3/6/19 2:00,8.481,0
1177,3/6/19 2:30,8.68,0
1178,3/6/19 3:00,8.382,0
1179,3/6/19 3:30,8.282,0
1180,3/6/19 4:00,8.68,0
1181,3/6/19 4:30,8.879,0
1182,3/6/19 5:00,9.275,0
1183,3/6/19 5:30,9.472,0
1184,3/6/19 6:00,9.373,139.9
1185,3/6/19 6:30,9.472,1194.8
1186,3/6/19 7:00,9.866,3616.7
1187,3/6/19 7:30,10.259,3444.5
1188,3/6/19 8:00,9.768,1377.8
1189,3/6/19 8:30,10.944,18600.1
1190,3/6/19 9:00,13.654,23422.4
1191,3/6/19 9:30,17.094,60622.6
1192,3/6/19 10:00,21.664,71644.9
1193,3/6/19 10:30,18.996,44089.2
1194,3/6/19 11:00,18.236,35822.5
1195,3/6/19 11:30,20.615,52355.9
1196,3/6/19 12:00,21.473,46844.8
1197,3/6/19 12:30,20.234,44089.2
1198,3/6/19 13:00,18.426,34444.7
1199,3/6/19 13:30,16.618,30311.3
1200,3/6/19 14:00,20.424,52355.9
1201,3/6/19 14:30,19.282,42711.4
1202,3/6/19 15:00,25.319,93689.5
1203,3/6/19 15:30,20.615,35822.5
1204,3/6/19 16:00,16.808,9644.5
1205,3/6/19 16:30,14.134,5511.1
1206,3/6/19 17:00,12.883,4305.6
1207,3/6/19 17:30,11.916,1022.6
1208,3/6/19 18:00,11.139,0
1209,3/6/19 18:30,10.161,0
1210,3/6/19 19:00,8.879,0
1211,3/6/19 19:30,7.381,0
1212,3/6/19 20:00,6.877,0
1213,3/6/19 20:30,7.481,0
1214,3/6/19 21:00,7.582,0
1215,3/6/19 21:30,7.682,0
1216,3/6/19 22:00,7.179,0
1217,3/6/19 22:30,7.28,0
1218,3/6/19 23:00,7.481,0
1219,3/6/19 23:30,7.983,0
1220,3/7/19 0:00,6.573,0
1221,3/7/19 0:30,6.573,0
1222,3/7/19 1:00,6.674,0
1223,3/7/19 1:30,6.573,0
1224,3/7/19 2:00,6.37,0
1225,3/7/19 2:30,6.268,0
1226,3/7/19 3:00,5.962,0
1227,3/7/19 3:30,5.757,0
1228,3/7/19 4:00,5.45,0
1229,3/7/19 4:30,4.207,0
1230,3/7/19 5:00,4.727,0
1231,3/7/19 5:30,4.102,0
1232,3/7/19 6:00,4.415,236.8
1233,3/7/19 6:30,4.934,2497.2
1234,3/7/19 7:00,5.86,4305.6
1235,3/7/19 7:30,6.978,7233.4
1236,3/7/19 8:00,10.748,35822.5
1237,3/7/19 8:30,12.207,38578
1238,3/7/19 9:00,20.234,93689.5
1239,3/7/19 9:30,17.284,38578
1240,3/7/19 10:00,19.282,60622.6
1241,3/7/19 10:30,25.319,209423.6
1242,3/7/19 11:00,44.211,253512.8
1243,3/7/19 11:30,40.992,286579.7
1244,3/7/19 12:00,43.48,126756.4
1245,3/7/19 12:30,49.225,231468.2
1246,3/7/19 13:00,45.452,209423.6
1247,3/7/19 13:30,47.238,187379
1248,3/7/19 14:00,34.479,187379
1249,3/7/19 14:30,37.055,33066.9
1250,3/7/19 15:00,34.796,110223
1251,3/7/19 15:30,35.115,74400.5
1252,3/7/19 16:00,29.252,49600.3
1253,3/7/19 16:30,16.999,7233.4
1254,3/7/19 17:00,13.75,3272.2
1255,3/7/19 17:30,12.11,979.5
1256,3/7/19 18:00,11.431,53.8
1257,3/7/19 18:30,10.063,0
1258,3/7/19 19:00,9.571,0
1259,3/7/19 19:30,8.68,0
1260,3/7/19 20:00,7.882,0
1261,3/7/19 20:30,7.381,0
1262,3/7/19 21:00,7.079,0
1263,3/7/19 21:30,6.471,0
1264,3/7/19 22:00,6.877,0
1265,3/7/19 22:30,6.471,0
1266,3/7/19 23:00,5.655,0
1267,3/7/19 23:30,5.037,0
1268,3/8/19 0:00,4.727,0
1269,3/8/19 0:30,4.311,0
1270,3/8/19 1:00,3.893,0
1271,3/8/19 1:30,3.578,0
1272,3/8/19 2:00,3.472,0
1273,3/8/19 2:30,2.943,0
1274,3/8/19 3:00,2.41,0
1275,3/8/19 3:30,1.98,0
1276,3/8/19 4:00,2.088,0
1277,3/8/19 4:30,1.98,0
1278,3/8/19 5:00,1.872,0
1279,3/8/19 5:30,1.764,0
1280,3/8/19 6:00,1.548,322.9
1281,3/8/19 6:30,1.872,2583.4
1282,3/8/19 7:00,2.73,4477.8
1283,3/8/19 7:30,3.788,8266.7
1284,3/8/19 8:00,8.382,44089.2
1285,3/8/19 8:30,12.98,104711.8
1286,3/8/19 9:00,14.038,126756.4
1287,3/8/19 9:30,24.641,148801
1288,3/8/19 10:00,18.711,159823.3
1289,3/8/19 10:30,30.659,176356.7
1290,3/8/19 11:00,35.222,209423.6
1291,3/8/19 11:30,37.604,209423.6
1292,3/8/19 12:00,40.876,220445.9
1293,3/8/19 12:30,43.48,209423.6
1294,3/8/19 13:00,40.185,187379
1295,3/8/19 13:30,38.826,170845.6
1296,3/8/19 14:00,39.05,154312.1
1297,3/8/19 14:30,36.295,132267.5
1298,3/8/19 15:00,33.535,104711.8
1299,3/8/19 15:30,30.255,74400.5
1300,3/8/19 16:00,25.61,46844.8
1301,3/8/19 16:30,12.497,4477.8
1302,3/8/19 17:00,9.275,2927.8
1303,3/8/19 17:30,7.481,1463.9
1304,3/8/19 18:00,6.166,64.6
1305,3/8/19 18:30,5.45,0
1306,3/8/19 19:00,4.623,0
1307,3/8/19 19:30,3.893,0
1308,3/8/19 20:00,3.472,0
1309,3/8/19 20:30,2.837,0
1310,3/8/19 21:00,2.303,0
1311,3/8/19 21:30,2.303,0
1312,3/8/19 22:00,1.872,0
1313,3/8/19 22:30,1.33,0
1314,3/8/19 23:00,1.112,0
1315,3/8/19 23:30,1.003,0
1316,3/9/19 0:00,1.872,0
1317,3/9/19 0:30,2.195,0
1318,3/9/19 1:00,0.674,0
1319,3/9/19 1:30,0.232,0
1320,3/9/19 2:00,-0.213,0
1321,3/9/19 2:30,0.232,0
1322,3/9/19 3:00,0.01,0
1323,3/9/19 3:30,0.01,0
1324,3/9/19 4:00,0.343,0
1325,3/9/19 4:30,0.343,0
1326,3/9/19 5:00,0.232,0
1327,3/9/19 5:30,-0.102,0
1328,3/9/19 6:00,1.656,581.3
1329,3/9/19 6:30,1.98,2669.5
1330,3/9/19 7:00,2.624,4994.5
1331,3/9/19 7:30,4.311,8611.2
1332,3/9/19 8:00,9.077,38578
1333,3/9/19 8:30,15.569,104711.8
1334,3/9/19 9:00,17.57,126756.4
1335,3/9/19 9:30,27.173,137778.7
1336,3/9/19 10:00,21.187,68889.3
1337,3/9/19 10:30,33.222,198401.3
1338,3/9/19 11:00,37.824,209423.6
1339,3/9/19 11:30,40.071,209423.6
1340,3/9/19 12:00,42.639,209423.6
1341,3/9/19 12:30,43.601,209423.6
1342,3/9/19 13:00,42.282,198401.3
1343,3/9/19 13:30,39.729,170845.6
1344,3/9/19 14:00,38.602,137778.7
1345,3/9/19 14:30,36.837,110223
1346,3/9/19 15:00,26.488,34444.7
1347,3/9/19 15:30,20.805,38578
1348,3/9/19 16:00,21.091,41333.6
1349,3/9/19 16:30,14.9,13777.9
1350,3/9/19 17:00,12.98,13089
1351,3/9/19 17:30,10.748,4477.8
1352,3/9/19 18:00,8.382,32.3
1353,3/9/19 18:30,7.882,0
1354,3/9/19 19:00,7.179,0
1355,3/9/19 19:30,6.37,0
1356,3/9/19 20:00,5.962,0
1357,3/9/19 20:30,4.831,0
1358,3/9/19 21:00,4.311,0
1359,3/9/19 21:30,3.788,0
1360,3/9/19 22:00,2.837,0
1361,3/9/19 22:30,2.195,0
1362,3/9/19 23:00,1.548,0
1363,3/9/19 23:30,0.674,0
1364,3/10/19 0:00,0.121,0
1365,3/10/19 0:30,-0.213,0
1366,3/10/19 1:00,1.221,0
1367,3/10/19 1:30,1.98,0
1368,3/10/19 2:00,2.303,0
1369,3/10/19 2:30,2.73,0
1370,3/10/19 3:00,2.943,0
1371,3/10/19 3:30,2.517,0
1372,3/10/19 4:00,2.624,0
1373,3/10/19 4:30,2.624,0
1374,3/10/19 5:00,2.624,0
1375,3/10/19 5:30,2.837,0
1376,3/10/19 6:00,2.837,1001
1377,3/10/19 6:30,3.683,6200
1378,3/10/19 7:00,5.86,21355.7
1379,3/10/19 7:30,8.779,26178
1380,3/10/19 8:00,12.401,44089.2
1381,3/10/19 8:30,18.045,66133.8
1382,3/10/19 9:00,22.908,126756.4
1383,3/10/19 9:30,27.862,88178.4
1384,3/10/19 10:00,24.931,74400.5
1385,3/10/19 10:30,33.639,104711.8
