Pigment,Treatment,Site,mean,n,sd
total.tocopherols,UV Filtered,2,76.471505835,4,7.33715598131022
total.tocopherols,UV Filtered,20,72.08201074,3,2.5946702022827544
total.tocopherols,UV Filtered,3,72.62665578000001,3,3.5226227248636817
total.tocopherols,UV Filtered,4,77.64019291,4,1.8684325626620915
total.tocopherols,UV Filtered,5,70.86547031,3,2.5473577070408537
total.tocopherols,UV Filtered,6,74.79845817,3,3.0287119299731673
total.tocopherols,UV Filtered,7,69.77467893666666,3,3.695279323536667
total.tocopherols,UV Filtered,8,81.10735488666667,3,4.169999344365632
total.tocopherols,UV Filtered,9,71.37004177,3,1.083513039216071
total.tocopherols,UV Transmitted,1,73.42015656,3,2.3443819532164496
total.tocopherols,UV Transmitted,11,88.0053264,3,0.11753682980677525
total.tocopherols,UV Transmitted,12,71.16704857666667,3,3.1208483050256977
total.tocopherols,UV Transmitted,13,80.58196878,3,4.675774315978279
total.tocopherols,UV Transmitted,14,73.4318325,3,5.342524118294115
total.tocopherols,UV Transmitted,15,84.10722541999999,3,0.813526357609465
total.tocopherols,UV Transmitted,16,72.55127525333333,3,1.6778312874570636
total.tocopherols,UV Transmitted,17,73.93868244333333,3,12.63962173896056
total.tocopherols,UV Transmitted,18,76.51142355,4,3.228357573733037
total.tocopherols,UV Transmitted,19,84.93091419333334,3,0.29656725509308396
total.tocopherols,UV Transmitted,2,80.17041769666666,3,0.7779767275854045
total.tocopherols,UV Transmitted,20,75.13089453,3,1.5370950344635126
total.tocopherols,UV Transmitted,3,75.76888893333333,3,1.3841231095221946
total.tocopherols,UV Transmitted,4,84.34371551333334,3,0.4586948616365567
total.tocopherols,UV Transmitted,5,79.70327935,3,1.4783310477462015
total.tocopherols,UV Transmitted,6,76.62618546,3,3.2080129486464948
total.tocopherols,UV Transmitted,7,80.18014541333334,3,0.23215334026049833
total.tocopherols,UV Transmitted,8,79.72479054333333,3,2.1310027816784487
total.tocopherols,UV Transmitted,9,73.45476172000001,3,1.7333509562439036
total.tocopherols,Site Reference,1,78.24301592333333,3,0.37244648969279903
total.tocopherols,Site Reference,11,84.24701928249999,4,0.9460251338401167
total.tocopherols,Site Reference,12,77.80552772333333,3,0.6308980483903208
total.tocopherols,Site Reference,13,77.89332773,3,3.193458507344319
total.tocopherols,Site Reference,14,76.83849135666667,3,1.476680033610483
total.tocopherols,Site Reference,15,81.06006540666667,3,3.897853149886418
total.tocopherols,Site Reference,16,72.0868881,3,0.4456418275698204
total.tocopherols,Site Reference,17,75.73657125666666,3,1.9351606656591174
total.tocopherols,Site Reference,18,75.24511729,4,2.8464884111380333
total.tocopherols,Site Reference,19,84.134861265,4,1.40196007993291
total.tocopherols,Site Reference,2,73.16108726,3,1.1206448870153156
total.tocopherols,Site Reference,20,73.72814722666666,3,2.1290441099175577
total.tocopherols,Site Reference,3,78.16611969333333,3,0.7831184419798772
total.tocopherols,Site Reference,4,84.76666678000001,3,0.9495002080267639
total.tocopherols,Site Reference,5,78.35546161666667,3,1.8469496008088575
total.tocopherols,Site Reference,6,77.24917486666666,3,1.109349583807783
total.tocopherols,Site Reference,7,78.90850476333333,3,1.9415045171586363
total.tocopherols,Site Reference,8,71.1542182,3,1.6488191321733714
total.tocopherols,Site Reference,9,73.9384415375,4,0.8065290889815272
total.tocopherols,Lab Control,L1,89.2718841,3,0.6349402419892892
total.tocopherols,Lab Control,L2,91.81650534666667,3,1.506006104977384
total.tocopherols,Lab Control,L3,85.75849901666666,3,1.5817544267057988
chl.ab.ratio,UV Filtered,1,3.056543056459773,3,0.48883452441842945
chl.ab.ratio,UV Filtered,11,3.2834497355758,4,0.6491760641984122
chl.ab.ratio,UV Filtered,12,3.652703828047708,3,0.5870093343599649
chl.ab.ratio,UV Filtered,13,3.5622159265372266,3,0.9047763594002813
chl.ab.ratio,UV Filtered,14,2.9850384427903456,3,0.28781794887326523
chl.ab.ratio,UV Filtered,15,4.967602271264856,3,1.997436819226756
chl.ab.ratio,UV Filtered,16,3.6179285095730833,3,0.26812369876402575
chl.ab.ratio,UV Filtered,17,3.324039022848012,3,0.08384511819889327
chl.ab.ratio,UV Filtered,18,3.634971011247531,3,0.24317328070480115
chl.ab.ratio,UV Filtered,19,3.257643854505256,3,0.19371174255634557
chl.ab.ratio,UV Filtered,2,3.456409249931226,4,0.9164885345913029
chl.ab.ratio,UV Filtered,20,3.381815159524006,3,0.4257208365593711
chl.ab.ratio,UV Filtered,3,3.6425452949870882,3,0.6169275085720671
chl.ab.ratio,UV Filtered,4,3.221495190953812,4,0.6927613143481973
chl.ab.ratio,UV Filtered,5,3.585757474213544,3,0.25449233642225605
chl.ab.ratio,UV Filtered,6,3.457040683069244,3,0.09912548954939754
chl.ab.ratio,UV Filtered,7,3.064551668136921,3,0.30010377494523277
chl.ab.ratio,UV Filtered,8,2.253989053230132,3,0.07972888699103783
chl.ab.ratio,UV Filtered,9,3.822016451974009,3,0.7325383657952658
chl.ab.ratio,UV Transmitted,1,3.3736636167667777,3,0.4692056836919413
chl.ab.ratio,UV Transmitted,11,3.115703710776233,3,0.280663370454301
chl.ab.ratio,UV Transmitted,12,3.3838214010230834,3,0.3369597181368473
chl.ab.ratio,UV Transmitted,13,3.000570805285487,3,0.26352760860199936
chl.ab.ratio,UV Transmitted,14,3.499330960578755,3,0.3893533185581098
chl.ab.ratio,UV Transmitted,15,3.0560062692821286,3,0.3500149260031112
chl.ab.ratio,UV Transmitted,16,3.375959019080483,3,0.10191113979493235
chl.ab.ratio,UV Transmitted,17,3.177510146640934,3,0.2406320887986042
chl.ab.ratio,UV Transmitted,18,3.5934993665615718,4,0.39492766158546727
chl.ab.ratio,UV Transmitted,19,3.4303351868240988,3,0.07477911327454573
chl.ab.ratio,UV Transmitted,2,3.022164602768373,3,0.42998274292923244
chl.ab.ratio,UV Transmitted,20,3.0477148673086676,3,0.26274343135590744
chl.ab.ratio,UV Transmitted,3,3.1696391563921167,3,0.07573155491826127
chl.ab.ratio,UV Transmitted,4,3.124949203436747,3,0.3228290110935677
chl.ab.ratio,UV Transmitted,5,3.0416154139661224,3,0.3176997008763219
chl.ab.ratio,UV Transmitted,6,2.8511179695585613,3,0.4609425563012534
chl.ab.ratio,UV Transmitted,7,2.955561030962649,3,0.4746021525413717
chl.ab.ratio,UV Transmitted,8,2.277155220211549,3,0.09287334130343744
chl.ab.ratio,UV Transmitted,9,3.576966912210189,3,0.3471242727089672
chl.ab.ratio,Site Reference,1,3.622679325553088,3,0.4144493112516068
chl.ab.ratio,Site Reference,11,3.7659824858216204,4,0.7311077478916461
chl.ab.ratio,Site Reference,12,4.285051887270483,3,0.318139733174083
chl.ab.ratio,Site Reference,13,3.597808278362583,3,0.2660912929239282
chl.ab.ratio,Site Reference,14,4.075931780371542,3,0.5199480212158458
chl.ab.ratio,Site Reference,15,3.7254833659215705,3,0.2017541014162329
chl.ab.ratio,Site Reference,16,3.4865981473440972,3,0.286221908011485
chl.ab.ratio,Site Reference,17,3.787054397519357,3,0.6038908992805402
chl.ab.ratio,Site Reference,18,3.8376046813767974,4,0.6133633678138377
chl.ab.ratio,Site Reference,19,3.5711741675406223,4,0.14283609919603116
chl.ab.ratio,Site Reference,2,3.685485057048525,3,0.1550754343527186
chl.ab.ratio,Site Reference,20,4.102807605264897,3,0.6592915923039296
chl.ab.ratio,Site Reference,3,3.490203658539561,3,0.5278424394747872
chl.ab.ratio,Site Reference,4,4.969565347000438,3,2.9972363661508274
chl.ab.ratio,Site Reference,5,3.830168408401384,3,0.28424036309012923
chl.ab.ratio,Site Reference,6,3.2994254270308216,3,0.2775525722311842
chl.ab.ratio,Site Reference,7,3.8376818391417036,3,0.4315894032109543
chl.ab.ratio,Site Reference,8,2.9554844120629973,3,0.07659044913720611
chl.ab.ratio,Site Reference,9,3.7875797109594207,4,0.9170883325184346
chl.ab.ratio,Lab Control,L1,2.2414705008486986,3,0.026676432187434252
chl.ab.ratio,Lab Control,L2,2.361356608319742,3,0.11228784387512997
chl.ab.ratio,Lab Control,L3,2.2901530124408165,3,0.12010259235747993
